WBIC,waterbody,landingName,landingType,rampType,closestIntersection,adaAccess,launchLanes,launchFee,launchEndDepth,rampSlope,carStallNumber,carTrailerStallNumber,boardingDock,restroomType,fishCleanStation,potableWater,marinePumpout,utlityCompany,utilityType,light,comments,ownershipSite,ownershipName,ownershipMgrPhone,authorityLevel,authorityName,authorityMgrPhone,lat,long,county,municipality,townNumber,rangeNumber,rangeDirection,sectionNo,lastUpdate,
1845600,Dorothy Dunn Lake,Dorothy Dunn Lake Access,RAMP,Gravel,Dorothy Dunn Road,No,1,No,Lt3,13,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"Steep (13%), loose gravel slope to the launch for four wheel drive vehicles. Gravel to sand launch. Electric motors only. No camping.",STATE(DNR),Recreation Team Leader,715-385-3355 Ext. 119,STATE(DNR),Recreation Team Leader,715-385-3355 Ext. 119,46.09558722,-89.46916485,Vilas,TOWN OF PLUM LAKE,42,8,E,26,2/3/2017,
1600200,Eagle Lake,Eagle Lake Boat Launch,RAMP,Concrete Panels,Chain O Lakes Road,Yes,1,No,Gr3,7,16-20,15-Nov,Yes,None,No,No,No,No,NONE,No,"Located in Eagle Lake County Park, off of Chain O Lakes Road. There is designated accessible parking. The boarding dock, and route of travel to it, is ADA accessible (September/2013). No power loading by watercraft.",COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,45.94039312,-89.20598035,Vilas,TOWN OF WASHINGTON,40,10,E,23,3/27/2017,
1599600,Eagle River/Yellow Birch Lake,Yellow Birch Lake Access,RAMP,Paved,Hirzel Road,No,1,No,Gr3,9,15-Nov,15-Nov,Yes,Flush,No,No,No,No,NONE,Yes,"Located at the end of Hirzel Road, off of Silver Lake Road, in the City of Eagle River. Slow, no wake between buoys. There is a donation box. The flush toilet is ADA accessible. The transitions, to the boarding docks, are not ADA accessible (September/20",CITY,Dept. of Public Works,(715) 479-4330,CITY,Dept. of Public Works,(715) 479-4330,45.92651342,-89.2408735,Vilas,CITY OF EAGLE RIVER,40,10,E,28,3/27/2017,
1847500,Emerald Lake,Emerald Lake Carry-in Access,CARRY-IN,Unimproved,Off of Hwy N,No,0,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"Users would need to carry-in, approximately 50', from a logging road. Shallow, unimproved carry-in accessed by a pathway.",STATE(DNR),NHAL Rec. Team Leader,(715) 385-3355 Ext. 119,STATE(DNR),NHAL Rec.  Team Leader,(715) 385-3355  Ext.119,45.99492296,-89.63115407,Vilas,TOWN OF BOULDER JUNCTION,41,7,E,33,3/23/2017,
2269600,Emily Lake,Emily Lake Ramp,RAMP,Gravel,Off of Emily Lake Road,No,1,No,Lt3,0,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"The launch is located within the Lake Emily Campground. There is a $12.00 camping fee, $6.00 with Golden Age Access or Interagency Senior Access Passes, but no posted launch fee (2009 rates).",FEDERAL,US Forest Service,715-762-2461,FEDERAL,US Forest Service,715-762-2461,45.9645435,-90.0113837,Vilas,TOWN OF LAC DU FLAMBEAU,40,4,E,8,2/6/2017,
983600,Erickson Lake,Erickson Lake Boat Ramp,RAMP,Concrete Plank,Erickson Lake Road,No,1,No,3,9,10-Jun,5-Jan,Yes,None,No,No,No,No,NONE,No,"Located at the end of Erickson Lake Road, off Witches Lake Road. There is a loop road at the launch site. Blacktop to concrete planks to muck launch. The route of travel, and transition, to the boarding dock is not ADA accessible. Trim up to power load.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.94684195,-89.63033239,Vilas,TOWN OF ARBOR VITAE,40,7,E,16,5/26/2017,
2339900,Escanaba Lake,Escanaba Lake Access,RAMP,Concrete Plank,Off of Nebish Lake Road,No,1,No,3ft.,7,15-Nov,10-Jun,Yes,None,No,No,No,No,NONE,No,Vault toilets near parking lot and research station. The transition to the boarding dock is not ADA accessible (July/2015). Fishing by permit only. Permits are issued free at the checking station on Escanaba Lake. Permits are good for one day only and mu,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.05659648,-89.58819324,Vilas,TOWN OF PLUM LAKE,41,7,E,2,6/6/2017,
1847800,Fallison Lake,Fallison Lake Access,CARRY-IN,Unimproved,Hwy N,No,1,No,Lt3,0,5-Jan,0,No,None,No,Yes,No,No,NONE,No,It is a 7/10ths of a mile carry/cart-in to the launch site.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.99597519,-89.61847546,Vilas,TOWN OF BOULDER JUNCTION,41,7,E,33,5/26/2017,
2269900,Favil Lake,Favil Lake Access,RAMP,Gravel,Cheequamegon Forest Trail,No,1,No,Gr3,12,1,1,No,None,No,No,No,No,NONE,No,Located off Chequamegon Forest Trail. Gravel to sand launch.,FEDERAL,US Forest Service,715-762-2461,FEDERAL,US Forest Service,715-762-2461,45.95900815,-89.99349099,Vilas,TOWN OF LAC DU FLAMBEAU,40,4,E,9,2/6/2017,
2323000,Fence Lake,Fence Lake Access,RAMP,Gravel,Thorofare Road,No,1,No,Gr3,4,10-Jun,10-Jun,No,None,No,No,No,No,NONE,No,Tribal owned. Gravel to sand launch. Slow no wake regulations posted at launch.,OTHER,Lac du Flambeau Tribal,715-588-3303,OTHER,Lac du Flambeau Tribal,715-588-3303,45.94994409,-89.86537113,Vilas,TOWN OF LAC DU FLAMBEAU,40,5,E,16,2/6/2017,
1848900,Firefly Lake,Firefly Lake Carry-in Access,CARRY-IN,Unimproved,Off of Hwy N,No,0,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"Large boulders at the launch site prohibit vehicles from backing to the water. No motors. Wide, staged, wooden steps lead to the launch site. No overnight camping.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.99879221,-89.63696125,Vilas,TOWN OF BOULDER JUNCTION,41,7,E,28,3/23/2017,
1848900,Firefly Lake,Firefly Lake Carry-in,CARRY-IN,Unimproved,Firefly Lake Campground,No,0,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"State Park & Forests vehicle admission sticker required. No motors allowed. Beach and picnic area. A stairway, without railings, leads to the lake. Water and vault toilets nearby.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.00088281,-89.63373152,Vilas,TOWN OF BOULDER JUNCTION,41,7,E,28,5/26/2016,
2320500,Flambeau Lake,Flambeau Lake Ramp,RAMP,Concrete,Hwy 47,Yes,2,Yes,Gr3,8,16-20,15-Nov,Yes,None,No,No,No,No,NONE,Yes,"Located off Hwy 47. The boarding dock, and the route of travel to it, is ADA accessible. There is an adjacent, accessible fishing pier. The daily fee is $8.00 and the annual is $40.00 (2013 rates).",OTHER,Lac du Flambeau Tribal,715-588-3303,OTHER,Lac du Flambeau Tribal,715-588-3303,45.970655,-89.91003247,Vilas,TOWN OF LAC DU FLAMBEAU,40,5,E,7,2/6/2017,
2320500,Flambeau Lake,Flambeau Lake Access,CARRY-IN,Unimproved,Indian Village Road,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"Tribal owned. Unimproved, shallow launch best used for canoes/kayaks.",OTHER,Lac du Flambeau Tribal,715-588-3303,OTHER,Lac du Flambeau Tribal,715-588-3303,45.96676539,-89.93453625,Vilas,TOWN OF LAC DU FLAMBEAU,40,4,E,12,2/6/2017,
2762200,Forest Lake,Forest Lake Boat Launch,RAMP,Gravel,North Forest Lake Road,No,1,No,Gr3,7,10-Jun,10-Jun,No,Vault,No,No,No,No,NONE,No,Located off North Forest Lake Road. Stone to sand launch.,TOWNSHIP,Town of Land O Lakes,715-547-3255,TOWNSHIP,Town of Land O Lakes,715-547-3255,46.1547985,-89.36718964,Vilas,TOWN OF LAND O LAKES,42,9,E,3,2/2/2017,
1593800,Found Lake,Found Lake Public Access Site,RAMP,Concrete Panels,Kleppe/Capman Roads,Yes,1,No,Gr3,7,5-Jan,10-Jun,Yes,None,No,No,No,No,NONE,No,"Blacktop to concrete panels launch. There is designated accessible parking. The boarding dock, and the route of travel to it, is ADA accessible (April/2016).",STATE(DNR),Program Supervisor,(715) 358-9221,STATE(DNR),Program Supervisor,(715) 358-9221,45.94801891,-89.44367702,Vilas,TOWN OF SAINT GERMAIN,40,8,E,13,3/24/2017,
985900,Frank Lake,Frank Lake Access,CARRY-IN,Unimproved,Frank Lake Road,No,0,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"One lane entrance/exit road. Large boulders prohibit vehicle access to the lake, which results in a carry-in of approximately 100 yards. No motors nor camping.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.02757474,-89.55469498,Vilas,TOWN OF PLUM LAKE,41,7,E,13,3/24/2017,
2343900,Grassy Lake,Grassy Lake Access,CARRY-IN,Unimproved,High Lake Road,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"From the parking area, a narrow pathway is visible to the lake.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.14714464,-89.60921379,Vilas,TOWN OF BOULDER JUNCTION,42,7,E,3,2/2/2017,
1539700,Gunlock Lake,Gunlock Lake Access,RAMP,Paved,Sunrise Camp Road,No,1,No,Gr3,11,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,Located off Sunrise Camp Road. Lac du Flambeau Tribal owned. Short turnaround at the launch.,OTHER,Lac du Flambeau Tribal,715-588-4203,OTHER,Lac du Flambeau Tribal,715-588-4203,45.91432783,-89.82485354,Vilas,TOWN OF LAC DU FLAMBEAU,40,5,E,26,3/23/2017,
2958500,Harris Lake,Harris Lake Access,RAMP,Concrete Plank,Harris Lake Road,No,1,No,Gr3,10,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,Located off Harris Lake Road. Roadside parking. The transition to the boarding dock is not ADA accessible (September/2012).,TOWNSHIP,Town of Winchester,715-686-2123,TOWNSHIP,Town of Winchester,715-686-2123,46.2570614,-89.82343959,Vilas,TOWN OF WINCHESTER,44,5,E,36,2/2/2017,
2344000,High Lake,High Lake Ramp,RAMP,Gravel,Hwy B,No,1,No,Gr3,8,10-Jun,10-Jun,Yes,None,No,No,No,No,NONE,No,The slope to the boarding dock exceeds the maximum allowable for ADA accessibility purposes (September/2012).,COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,46.16942883,-89.53218662,Vilas,TOWN OF LAND O LAKES,43,8,E,29,2/3/2017,
2953100,Horsehead Lake,Horsehead Lake Ramp,RAMP,Concrete,Hwy B,No,1,No,Gr3,8,5-Jan,10-Jun,Yes,None,No,No,No,No,NONE,No,"The route of travel, and transition, to the boarding dock is not ADA accessible (April/2015). There is designated accessible parking near the launch. Water ski hours 10:00 am - 7:00 pm. Personal water craft hours are 11:00 am - 4:00 pm.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.23406644,-89.70974073,Vilas,TOWN OF PRESQUE ISLE,43,6,E,2,2/2/2017,
991700,Hunter Lake,Hunter Lake Access,RAMP,Gravel,Hunter Landing Road,No,1,No,Lt3,4,10-Jun,5-Jan,No,Vault,No,No,No,No,NONE,No,"Shallow, sand launch with a narrow, backing corridor (July/2012). Adjacent picnic and swimming area.",COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,45.99836071,-89.31913956,Vilas,TOWN OF CONOVER,41,9,E,25,3/24/2017,
991800,Hurrah Lake,Hurrah Lake Access,CARRY-IN,Unimproved,Off of Witches Lake Road,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"Four wheel drive vehicle required to access this site. Rough, one lane, two rut, entrance/exit road with a tight turnaround at the launch site.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.95580808,-89.64934559,Vilas,TOWN OF ARBOR VITAE,40,7,E,17,5/26/2017,
2321800,Ike Walton Lake,Ike Walton Lake Access,RAMP,Unimproved,Ike Walton Trail,No,1,No,Gr3,9,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"The landing is located on the Lac du Flambeau Indinan Reservation. It has an upper trailer turnaround area and the ramp curves to the launch, in soft sand. Users would need a four-wheel drive vehicle to launch.",OTHER,Lac du Flambeau Tribal,715-588-3303,OTHER,Lac du Flambeau Tribal,715-588-3303,46.03147716,-89.81799582,Vilas,TOWN OF LAC DU FLAMBEAU,41,5,E,13,1/27/2017,
2764400,Indian Lake,Indian  Lake Access,CARRY-IN,Gravel,Indian Lake Road,No,0,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"Located off Indian Lake Road, on the northeast part of the lake.",TOWNSHIP,Town of Land O Lakes,715-547-3255,TOWNSHIP,Town of Land O Lakes,715-547-3255,46.12039528,-89.40190427,Vilas,TOWN OF LAND O LAKES,42,9,E,17,2/2/2017,
2340900,Irving Lake,Irving Lake Boat Ramp,RAMP,Concrete Plank,Camp No. 2 Road,No,1,No,Lt3,7,15-Nov,15-Nov,Yes,None,No,No,No,No,NONE,No,Shared parking between Irving and Ballard Lakes on the east side of camp No. 2 Road. The transition to the boarding dock is not ADA accessible (May/2013). No camping.,STATE(DNR),Recreation Team Leader,(715) 385-3355 Ext. 119,STATE(DNR),Recreation Team Leader,(715) 385-3355 Ext. 119,46.0621693,-89.48460079,Vilas,TOWN OF PLUM LAKE,41,8,E,3,2/2/2017,
2334400,Island Lake,Island Lake Access,RAMP,Concrete Plank,Coach Lane,No,1,No,Gr3,7,10-Jun,10-Jun,No,None,No,No,No,No,NONE,No,Blacktop to concrete planks launch.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.10246078,-89.77304555,Vilas,TOWN OF BOULDER JUNCTION,42,6,E,20,1/27/2017,
1855900,Jag Lake,Jag Lake Ramp,RAMP,Grate,Jag Lake Road,No,1,No,Lt3,6,15-Nov,10-Jun,Yes,None,No,No,No,No,NONE,No,"Concrete planks to metal grate launch. The surface material, and the transition to the boarding dock, is not ADA accessible (April/2015). Trim up to power load.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.08451026,-89.72906382,Vilas,TOWN OF BOULDER JUNCTION,42,6,E,27,1/27/2017,
1856100,Jean Lake,Jean Lake Boat Ramp,RAMP,Unimproved,Jean Lake Road,No,1,No,Lt3,5,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"This site is accessed by a two rut road with a limited turnaround at the launch area. Limited parking. Sand ramp with shallow landing. Four wheel drive vehicle required, except for carry-in launching. Electric motors only. No overnight camping. Low water",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE & FEDERAL,NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.08751026,-89.45185145,Vilas,TOWN OF PLUM LAKE,42,8,E,26,2/3/2017,
1541100,Johnson Lake,Johnson Lake Public Access,RAMP,Concrete Plank,Country Lane Road,No,1,No,3,9,0,5-Jan,Yes,None,No,No,No,No,NONE,No,"Located off of Country Lane, off of Hwy 47. There is a turnout, for backing in, prior to the launch. The slope to the boarding dock exceeds the maximum allowable for ADA accessibility purposes. No camping or overnight parking. Parking only for vehicles w",STATE(DNR),Program Supervisor,,STATE(DNR),Program Supervisor,,45.89876916,-89.71163486,Johnson Lake,Vilas,TOWN OF ARBOR VITAE,40,6,E,35,10/13/2017
993300,Joyce Lake,Joyce Lake Ramp,RAMP,Unimproved,Hwy S,No,1,No,Lt3,15,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,,TOWNSHIP,Town of Land O Lakes,715-547-3255,TOWNSHIP,Town of Land O Lakes,715-547-3255,46.12155364,-89.34969008,Vilas,TOWN OF LAND O LAKES,42,9,E,15,2/2/2017,
1857400,Jute Lake,Jute Lake Access,RAMP,Concrete Plank,Jute Lake Road,No,1,No,Gr3,7,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"Accessed by a one lane, entrance/exit road with a turnaround at the launch site. Blacktop to concrete planks to sand launch. No camping.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.15184888,-89.51441546,Vilas,TOWN OF LAND O LAKES,42,8,E,5,6/5/2017,
716800,Kentuck Lake,Kentuck Lake Ramp 1,RAMP,Paved,Kentuck Landing Road,No,1,No,Gr3,13,5-Jan,5-Jan,Yes,Vault,No,No,No,No,NONE,No,"Located on the west side of the lake, on Kentuck Landing Road. The slope, to the boarding dock, exceeds the maximum allowable for ADA accessibility purposes (September/2013).",TOWNSHIP,Town of Phelps,715-545-2270,TOWNSHIP,Town of Phelps,715-545-2270,45.98480176,-89.01213389,Vilas,TOWN OF PHELPS,41,12,E,33,3/28/2017,
716800,Kentuck Lake,Kentuck Lake Access 2,RAMP,Concrete Panels,Tuttle Road,No,1,Yes,Gr3,9,Gr25,Gr25,Yes,Vault,No,No,No,No,NONE,No,"Located off of Tuttle Road, off of Divide Road. Hours are: 6:00 am - 10:00 pm. Launch fee required. The transition, to the boarding dock, is not ADA accessible (September/2013). The restroom is accessible.",FEDERAL,US Forest Service,715-479-2827,FEDERAL,US Forest Service,715-479-2827,45.99316697,-88.98156966,Vilas,TOWN OF PHELPS,41,12,E,34,3/28/2017,
993900,Klondike Lake,Klondike Lake Carry-in,CARRY-IN,Unimproved,Klondike Road,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,Roadside parking along Klondike Road. Short carry-in.,State(Dnr),NHAL Rec.Team Leader,715-385-3355 Ext. 119,STATE(DNR),NHAL Rec. Team Leader,715-385-3355 Ext. 119,0,0,Vilas,TOWN OF ARBOR VITAE,40,7,E,4,5/30/2017,
2766200,Lac du Lune,Lac du Lune Ramp,RAMP,Unimproved,Beach Road,No,1,No,Lt3,6,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,Broad sand approach and launch area.,TOWNSHIP,Town of Land O Lakes,715-547-3255,TOWNSHIP,Town of Land O Lakes,715-547-3255,46.13862714,-89.3829548,Vilas,TOWN OF LAND O LAKES,42,9,E,9,2/2/2017,
1631900,Lac Vieux Desert Lake,Lac Vieux Desert Lake Public Access,RAMP,Concrete Panels,Lac Vieux Landing Road,Yes,2,No,Gr3,8,5-Jan,Gr25,Yes,Portable,No,No,No,No,NONE,No,"Boarding dock, parking stall, and route of travel from parking area to boarding docks, are all ADA accessible.",STATE(DNR),Program Supervisor,(715) 358-9221,STATE(DNR),Program Supervisor,(715) 358-9221,46.12352765,-89.0736232,Vilas,TOWN OF PHELPS,0,0,E,0,2/24/2017,
1631900,Lac Vieux Desert Lake,Lac Vieux Desert Access,RAMP,Concrete Panels,W. Shore Landing Road,No,1,No,Lt3,9,Gr25,16-20,No,Vault,No,Yes,No,No,NONE,No,"Restroom, and route of traffic to it, is ADA accessible.",FEDERAL,US Forest Service,715-479-2827,FEDERAL,US Forest Service,715-479-2827,46.13445568,-89.14993206,Vilas,TOWN OF PHELPS,42,11,E,8,2/3/2017,
1859200,Lake Helen,Lake Helen Access,CARRY-IN,Unimproved,Lake Adelade Road,No,1,No,Lt3,0,0,0,No,None,No,No,No,No,NONE,No,There is no designated parking because of the dry hydrant.,TOWNSHIP,Town of Winchester,715-686-2123,TOWNSHIP,Town of Winchester,715-686-2123,46.25032123,-89.89663121,Vilas,TOWN OF WINCHESTER,44,5,E,32,1/25/2017,
1831700,Lake Adelaide,Lake Adelaide,CARRY-IN,Unimproved,Lake Adelade Road,No,0,No,,,0-Jan,0,No,None,No,No,No,No,NONE,No,,,,,,,,,,,,,,,,,
995200,Lake Laura,Lake Laura Access,CARRY-IN,Gravel,W. Lake Laura Road,No,1,No,Lt3,10,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"Very shallow, shoreline landing.",STATE(DNR),Recreation Team Leader,715-385-3355 Ext. 119,STATE(DNR),Recreation Team Leader,715-385-3355 Ext. 119,46.0640396,-89.45112897,Vilas,TOWN OF PLUM LAKE,41,8,E,1,2/2/2017,
995200,Lake Laura,Lake Laura Ramp,RAMP,Gravel,Deerfoot Road,No,1,No,Lt3,4,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"Very shallow landing. Because of low water (April/2015), users have been accessing the lake via a gravel ramp to the northwest.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.04795691,-89.43173954,Vilas,TOWN OF PLUM LAKE,41,8,E,12,2/26/2016,
1620500,Lake of the Hills,Lake of the Hills Access,RAMP,Paved,Lake Hills Landing Road,No,1,No,Gr3,9,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,"Located off of Lake Hills Landing Road, off of Hwy 45. The transition, to the boarding dock, is not ADA accessible (September/2013). Paved to muck launch.",COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,45.98615737,-89.24887025,Vilas,TOWN OF CONOVER,41,10,E,33,3/27/2017,
995800,Lake Pleasant,Lake Pleasant Ramp,RAMP,Concrete Panels,Hwy 45,No,1,No,Gr3,16,Gr25,Gr25,Yes,None,No,No,No,No,NONE,No,The launch is located adjacent to the Chain Skimmers Water Skiers facility. Concrete panel to sand launch with a retaining wall to one side.,TOWNSHIP,Town of Conover,715-479-8688,TOWNSHIP,Town of Conover,715-479-8688,46.10083775,-89.22720123,Vilas,TOWN OF CONOVER,42,10,E,22,2/3/2017,
995900,Lake Salsich,Lake Salsich Access,CARRY-IN,Unimproved,Hwy K,No,0,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"There is a parking area, immediately off of Hwy K. Prior to the large boulder, with a plaque on it, an undeveloped trail, to the right, leads to the lake. This is not a suitable site for carts so users would need to carry-in. Users would need to travel s",STATE(DNR),,,STATE(DNR),,,46.03907856,-89.45332997,Vilas,TOWN OF PLUM LAKE,14,8,E,14,10/13/2017,
995900,Lake Salsich,Lake Salsich Cart-in,CARRY-IN,Unimproved,Hwy K,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"There is a parking area, immediately off of Hwy K. From the parking area, users would encounter a cable gate which allows cart-in access below the cable or around it. It is a long cart-in on an obvious access road. There are no carts provided. There are",State(Dnr),,,State(Dnr),,,0,0,Vilas,TOWN OF PLUM LAKE,41,8,E,14,10/13/2017,
1545300,Little Arbor Vitae Lake,Little Arbor Vitae Lake Boat Launch,RAMP,Concrete Plank,Hwy 70,No,1,No,3,8,15-Nov,10-Jun,Yes,None,No,No,No,No,NONE,No,"There are separate launch and parking areas. Blacktop to concrete planks to rubble launch. The slope, and the route of travel to the boarding dock, is not ADA accessible (April/2016). No power loading. No camping or overnight parking.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.91949704,-89.61312268,Vilas,TOWN OF ARBOR VITAE,40,7,E,28,3/22/2017,
998400,Little Bass Lake,Little Bass Lake Access,CARRY-IN,Unimproved,Scott Road,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,This carry-in site is located off of Scott Road.,TOWNSHIP,Town of Arbor Vitae,715-356-3120,TOWNSHIP,Town of Arbor Vitae,715-356-3120,45.9139478,-89.70205919,Vilas,TOWN OF ARBOR VITAE,40,6,E,26,3/23/2017,
998400,Little Bass Lake,Little Bass Lake Access,RAMP,Gravel,E. Circle Lily Road,No,1,No,Lt3,6,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,Rough launch approach in April/2015.,STATE(DNR),NHAL Recreation Team Leader,715-385-3365 Ext. 119,STATE(DNR),NHAL Recreation Team Leader,715-385-3365 Ext. 119,0,0,Vilas,TOWN OF MANITOWISH WATERS,42,5,E,6,1/26/2017,
998900,Little Cloud Lake,Little Cloud Lake Access,CARRY-IN,Unimproved,Ross Lake Road,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"There is a one lane, entrance/exit road, with a turnout, prior to the launch site, for parking.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.95546616,-89.56175263,Vilas,TOWN OF SAINT GERMAIN,40,7,E,13,5/26/2017,
