WBIC,waterbody,landingName,landingType,rampType,closestIntersection,adaAccess,launchLanes,launchFee,launchEndDepth,rampSlope,carStallNumber,carTrailerStallNumber,boardingDock,restroomType,fishCleanStation,potableWater,marinePumpout,utlityCompany,utilityType,light,comments,ownershipSite,ownershipName,ownershipMgrPhone,authorityLevel,authorityName,authorityMgrPhone,lat,long,county,municipality,townNumber,rangeNumber,rangeDirection,sectionNo,lastUpdate,
2955900,Little Crab Lake,Little Crab Lake Access,CARRY-IN,Unimproved,South Crab Road,No,1,No,Lt3,0,0,1,No,None,No,No,No,No,NONE,No,"The lake is accessed by a one lane, two rut, entrance/exit, logging road off of South Crab Road. There is a turnout at the launch site for turning around. Sod to muck launch. Users would need a four wheel drive vehicle to access the site. Parking for one",STATE(DNR),Recreation Leader,(715) 385-3355 Ext. 119,STATE(DNR),Recreation Leader,(715) 385-3355 Ext. 119,46.18195493,-89.71266952,Vilas,TOWN OF PRESQUE ISLE,43,6,E,26,10/16/2017,
2324000,Little Crawling Stone Lake,Little Crawling Stone Lake Access,RAMP,Concrete Plank,Silver Beach Drive,No,1,No,Gr3,9,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,Gravel to concrete planks to lake bottom launch.,STATE(DNR),Program Supervisor,(715) 358-9221,STATE(DNR),Program Supervisor,(715) 358-9221,45.92431843,-89.89827479,Vilas,TOWN OF LAC DU FLAMBEAU,40,5,E,29,2/24/2017,
2335500,Little Crooked Lake,Little Crooked Lake Boat Ramp,RAMP,Concrete Plank,Little Crooked Lane,No,1,No,Gr3,14,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,"There is a turnout/turnaround, prior to the launch, for backing in. Blacktop to concrete planks to lake bottom launch. The route of travel, and transition, to the boarding dock is not ADA accessible. Limited parking for two to three trailers. No overnigh",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.15661719,-89.69368625,Vilas,TOWN OF BOULDER JUNCTION,43,6,E,36,5/30/2017,
1861500,Little Gibson Lake,Little Gibson Lake Carry-In,CARRY-IN,Unimproved,Little Gibson Lake Road,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"Rough, one lane, two rut, entrance/exit road leads to the launch site. There is a tight turnaround.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.13984739,-89.53843822,Vilas,TOWN OF LAND O LAKES,42,8,E,7,6/5/2017,
2953000,Little Horsehead Lake,Little Horsehead Lake Access,RAMP,Gravel,County Hwy B,No,1,No,Gr3,9,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,Located off County Hwy B. Blacktop approach with a gravel launch. The approach and transition to the boarding dock is not ADA accessible (September/2012).,TOWNSHIP,Town of Presque Isle,715-686-2473,TOWNSHIP,Town of Presque Isle,715-686-2473,46.24174803,-89.71897604,Vilas,TOWN OF PRESQUE ISLE,43,6,E,2,2/2/2017,
1861700,Little John Junior,Little John Junior Carry-in Access,CARRY-IN,Unimproved,Off of Hwy N,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"A canoe slide, with steps, leads to a pathway and the launch site.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.0053434,-89.64095595,Vilas,TOWN OF BOULDER JUNCTION,41,7,E,29,3/23/2017,
2332300,Little John Lake,Little John Lake Ramp,RAMP,Concrete Plank,Off of Big Muskellunge Lake Road,No,1,No,Lt3,9,10-Jun,10-Jun,Yes,None,No,No,No,No,NONE,No,"Blacktop to concrete planks to sand launch. The route of travel, to the boarding area, is not ADA accessible.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.01984608,-89.64393025,Vilas,TOWN OF BOULDER JUNCTION,41,7,E,20,3/23/2017,
1542100,Little Muskie Lake,Little Muskie Lake Access,CARRY-IN,Unimproved,Tonya Drive,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,The carry-in site is located at the end of Tonya Drive.,TOWNSHIP,Town of Arbor Vitae,715-356-3120,TOWNSHIP,Town of Arbor Vitae,715-356-3120,45.91753699,-89.7022179,Vilas,TOWN OF ARBOR VITAE,40,6,E,26,3/23/2017,
2338900,Little Rice Lake,Little Rice Lake Access,CARRY-IN,Unimproved,Little Rice Lane,No,0,No,Lt3,17,5-Jan,0,No,None,No,No,No,No,NONE,No,Roadside parking.,VILLAGE,Village of Boulder Junction,,VILLAGE,Village of Boulder Junction,,46.11314538,-89.63866082,Vilas,TOWN OF BOULDER JUNCTION,0,0,E,0,2/18/2015,
1596300,Little Saint Germain Lake,Little Saint Germain Lake Boat Ramp,RAMP,Concrete Panels,Tobin Lange Road,Yes,1,No,Gr3,10,10-Jun,10-Jun,Yes,None,No,No,No,No,NONE,No,"Blacktop to concrete panels launch. There are two boarding docks and there is an ADA designated unloading area at the dock approach to the right. There is one, designated, ADA accessible parking stall at the launch site. There is an upper area for all ot",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.91190736,-89.47276349,Vilas,TOWN OF SAINT GERMAIN,40,8,E,34,3/22/2017,
2334300,Little Star Lake,Little Star Lake Access,CARRY-IN,Unimproved,Park Road,No,0,No,Lt3,0,15-Nov,0,No,Vault,No,No,No,No,NONE,No,Carry-in through Little Star Picnic Area with the launch site at the beach. Park open 5:00 am - 10:00 pm. There are adjacent tables and grills.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,LOCAL & STATE,,,46.11494095,-89.85062849,Vilas,TOWN OF MANITOWISH WATERS,42,5,E,15,2/26/2016,
1626200,Little Tamarack Flowage,Little Tamarack Flowage Ramp,RAMP,Paved,Flowage Landing Road,No,1,No,Gr3,7,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,"Located off Flowage Landing Road, off Hwy S. The transition to the boarding dock is not ADA accessible (September/2012).",COUNTY,Parks & Recreation,715-479-5160,COUNTY,Parks & Recreation,715-479-5160,46.08689079,-89.33745136,Vilas,TOWN OF CONOVER,42,9,E,26,2/2/2017,
2321600,Little Trout Lake,Little Trout Lake Access,RAMP,Concrete Plank,Little Trout Road,No,1,No,Gr3,6,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,Blacktop to concrete planks launch. The concrete planks angle to the right. Water skiing from 10:00 am to 8:00 pm only. Roadside parking at road end.,OTHER,Lac du Flambeau Tribal,715-588-4203,OTHER,Lac du Flambeau Tribal,715-588-4203,46.05442712,-89.8499562,Vilas,TOWN OF LAC DU FLAMBEAU,41,5,E,10,6/6/2017,
1000400,Lone Tree Lake,Lone Tree Lake Carry-In Access,CARRY-IN,Unimproved,N. Star Lake Road,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,Electric motors only. Sand launch area.,STATE(DNR),Recreation Team Leader,(715) 385-3355 ext. 119,STATE(DNR),Recreation Team Leader,(715) 385-3355 ext. 119,46.04325596,-89.503987,Vilas,TOWN OF PLUM LAKE,41,8,E,9,2/2/2017,
1602300,Long Lake,Long Lake Carry-in Access,CARRY-IN,Gravel,Long Lake Dam Lane,No,0,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"Located at the south end of the lake, at the end of Long Lake Dam Lane, off Long Lake Dam Road and Hwy A.",OTHER,Wisconsin Valley Improvement,715-848-2976,OTHER,Wisconsin Valley Improvement,715-848-2976,46.04546344,-89.04342531,Vilas,TOWN OF PHELPS,41,12,E,7,2/3/2017,
1602300,Long Lake,Long Lake Ramp,RAMP,Paved,Boat Landing Road,No,1,No,Gr3,9,10-Jun,10-Jun,Yes,None,No,No,No,No,NONE,No,"Located at the north end of the lake, at the end of Boat Landing Road, off Hwy 17. The transition to the boarding dock is not ADA accessible (September/2012). Gravel to paved launch.",TOWNSHIP,Town of Phelps,715-545-2270,TOWNSHIP,Town of Phelps,715-545-2270,46.08094761,-88.99460751,Vilas,TOWN OF PHELPS,42,12,E,33,2/3/2017,
2339800,Lost Canoe Lake,Lost Canoe Lake Access,CARRY-IN,Unimproved,Hwy K,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"Pathway with steps, and a canoe slide side, leads to the lake. There is parking along the south side of Hwy K. No camping at the site.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.07921975,-89.59521385,Vilas,TOWN OF BOULDER JUNCTION,42,7,E,35,2/3/2017,
1593400,Lost Lake,Lost Lake Access,RAMP,Concrete Plank,Lost Colony Road,No,1,No,3ft.,5,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,"Loop entrance/exit road off of Lost Colony Road. Blacktop to a double row of concrete planks launch with more planks to the left. The route of travel, to the boarding dock, is not ADA accessible (April/2016). Trim up to power load. No overnight camping.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.96115219,-89.47680116,Vilas,TOWN OF SAINT GERMAIN,40,8,E,10,3/24/2017,
NA,Lower Ninemile Lake,Lower Ninemile Lake Access,RAMP,Gravel,Ninemile Road,No,1,No,Gr3,8,5-Jan,5-Jan,Yes,Vault,No,No,No,No,NONE,No,"Located off of Ninemile Road. The transition, to the boarding dock, is not ADA accessible (October/2013).",FEDERAL,US Forest Service,715-479-2827,FEDERAL,US Forest Service,715-479-2827,45.90524549,-89.08940748,Vilas,TOWN OF WASHINGTON,40,11,E,34,3/27/2017,
1600000,Lynx Lake,Lynx Lake Boat Launch 1,RAMP,Gravel,Chain O Lakes Road,No,1,No,Gr3,9,1,1,No,None,No,No,No,No,NONE,No,"Located off of Chain O Lakes Road, off of Hwy 45. Blacktop to gravel launch.",TOWNSHIP,Town of Washington,715-479-1669,TOWNSHIP,Town of Washington,715-479-1669,45.95071099,-89.22938399,Vilas,TOWN OF WASHINGTON,40,10,E,15,3/27/2017,
2954500,Lynx Lake,Lynx Lake Boat Launch 2,RAMP,Gravel,Lynx Landing Drive,No,1,No,Gr3,6,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,"Located at the south end of the lake, at the end of Lynx Landing Drive, off Lynx Landing Road. The approach, and transition, to the boarding dock is not ADA accessible (September/2012).",TOWNSHIP,Town of Presque Isle,715-686-2473,TOWNSHIP,Town of presque Isle,715-686-2473,46.19047074,-89.66944055,Vilas,TOWN OF PRESQUE ISLE,43,7,E,19,2/2/2017,
2332000,Mann Lake,Mann Lake Ramp,RAMP,Concrete Plank,Off of Mann Lake Road,No,1,No,Gr3,8,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,"One lane entrance/exit road off of Hwy M. There is a turnaround at the launch site. Gravel to concrete planks to lake bottom launch. The route of travel (gravel), to the boarding dock, is not ADA accessible (April/2016). No camping.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.99751475,-89.67103128,Vilas,TOWN OF BOULDER JUNCTION,41,7,E,30,3/24/2017,
1003000,Manuel Lake,Manuel Lake Landing,RAMP,Gravel,Manuel Lake Road,No,1,No,Lt3,10,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,Located at the end of Manuel Lake Road. Shallow launch in May/2013.,TOWNSHIP,Town of Phelps,715-545-2270,TOWNSHIP,Town of Phelps,715-545-2270,46.02590232,-89.10733336,Vilas,TOWN OF PHELPS,41,11,E,15,3/27/2017,
2768200,Merrill Lake,Merrill Lake Ramp,RAMP,Unimproved,Hwy B,No,1,No,Lt3,21,16-20,10-Jun,No,None,No,No,No,No,NONE,No,"There is a tree stump/roots, at the end of the ramp, which could impede access (2009).",TOWNSHIP,,,TOWNSHIP,,,46.16175147,-89.36544297,Vilas,TOWN OF LAND O LAKES,0,0,E,0,12/1/2014,
1004500,Mielke Lake,Mielke Lake Carry-In,CARRY-IN,Unimproved,Otto Mielke Road,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,One lane entrance/exit road. Canoe slide at the launch site.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.92244363,-89.62553396,Vilas,TOWN OF ARBOR VITAE,40,7,E,28,3/22/2017,
NA,Mud Creek,Mud Creek Access,RAMP,Concrete Plank,Old Hwy 70,No,1,No,Lt3,8,10-Jun,10-Jun,Yes,Vault,No,No,No,No,NONE,No,"This launch is located adjacent to a wayside. This portion of the lake also goes by the name of Mud Creek. There are vault toilets, tables and grills in the wayside. The slope, and route of travel to the boarding dock, is not ADA accessible (September/20",COUNTY,Highway Department,715-479-4641,COUNTY,Highway Department,715-479-4641,45.90408728,-89.2880015,Vilas,TOWN OF LINCOLN,40,10,E,31,3/27/2017,
1595600,Muskellunge Lake,Muskellunge Lake Access,RAMP,Paved,Balsam Lane,Yes,1,No,Gr3,9,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,"Located at the end of Boat Landing Road, off Balsam Lane, off Hwy G. Users cannot access this launch by Timbering Haven Drive.  Designated accessible parking. Boarding dock, and route of travel to it, is ADA accessible (July/2012). Slow no wake 6:00 pm -",COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,45.95892118,-89.37673402,Vilas,TOWN OF CLOVERLAND,40,9,E,9,3/24/2017,
1869700,Nebish Lake,Nebish Lake Access,RAMP,Concrete Plank,Off of Nebish Lake Road,No,1,No,Lt3,7,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,"The route of travel, and the transition, to the boarding dock is not ADA accessible (July/2015). Fishing by special permit only. Permits are issued free at the checking station on Escanaba Lake. Permits are good for one day only and must be returned at t",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.05374702,-89.59879925,Vilas,TOWN OF PLUM LAKE,41,7,E,10,2/2/2017,
1870400,Nichols Lake,Nichols Lake Carry-in,CARRY-IN,Unimproved,Nichols Lake Lane,No,0,No,Lt3,0,10-Jun,0,No,Vault,No,Yes,No,No,NONE,No,Ten yard carry-in through the picnic area. There are adjacent tables and grills.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,TOWNSHIP,Boulder Junction,,46.10444956,-89.68837792,Vilas,TOWN OF BOULDER JUNCTION,42,6,E,24,2/2/2017,
NA,Nixon Creek,Nixon Creek Access,RAMP,Gravel,Nixon Lake Road,No,1,No,Lt3,5,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,Access to Nixon Lake via Nixon Creek. Gravel to sand launch. Electric motors only.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.09892428,-89.56076338,Vilas,TOWN OF BOULDER JUNCTION,42,7,E,24,7/13/2015,
2310400,North Turtle Lake,North Turtle Lake Ramp,RAMP,Paved,Off of W. Rock Lake Road,No,1,No,Gr3,7,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,Located off of W. Rock Lake Road. Slow no wake indicated at launch.,TOWNSHIP,Town of Winchester,715-686-2123,TOWNSHIP,Town of Winchester,715-686-2123,46.25044993,-89.8761645,Vilas,TOWN OF WINCHESTER,44,5,E,33,1/26/2017,
1623800,North Twin Lake,North Twin Lake - Millerville Lane Access,RAMP,Concrete Panels,Millerville Lane,Yes,2,No,Gr3,6,0,21-25,Yes,Vault,No,No,No,No,NONE,Yes,"Located off Millerville Lane, off Hwy 17. All car-trailer parking. There is designated accessible parking. Boarding dock, and route of travel to it, is ADA accessible (September/2012).",TOWNSHIP,Town of Phelps,715-545-2270,TOWNSHIP,Town of Phelps,715-545-2270,46.05739966,-89.10150294,Vilas,TOWN OF PHELPS,41,11,E,3,2/3/2017,
1623800,North Twin Lake,North Twin Lake - Lakota Road Access,RAMP,Concrete,Lakota Road,Yes,2,No,Gr3,7,10-Jun,10-Jun,Yes,None,No,No,No,No,NONE,No,"Located at the end of Lakota Road, off Hwy K. There is designated, accessible parking. The boarding dock, and route of travel to it, is ADA accessible (September/2012). Blacktop to concrete launch.",TOWNSHIP,Town of Conover,715-479-8688,TOWNSHIP,Town of Conover,715-479-8688,46.0545971,-89.1623655,Vilas,TOWN OF CONOVER,41,11,E,7,2/3/2017,
2328600,Noseeum Lake,Noseeum Lake Access,RAMP,Unimproved,Noseeum Road,No,1,No,Gr3,7,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"Unimproved, lake bottom launch.",TOWNSHIP,Town of Winchester,715-686-2123,TOWNSHIP,Town of Winchester,715-686-2123,46.18850768,-89.82201271,Vilas,TOWN OF WINCHESTER,43,5,E,24,2/2/2017,
1008700,Oberlin Lake,Oberlin Lake Access,CARRY-IN,Unimproved,,No,1,No,Lt3,6,5-Jan,0,No,None,No,No,No,No,NONE,No,One lane entrance/exit road. Users would need a four wheel drive vehicle to access this site. No motors. Parking for up to two vehicles. There are no designated (lined) parking stalls.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.94446811,-89.5941135,Vilas,TOWN OF ARBOR VITAE,40,7,E,15,10/13/2017,
1871800,Oswego Lake,Oswego Lake Access,CARRY-IN,Gravel,Oswego Fishtrap Lake Road,No,0,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"Steep, rough, stone access to a shallow launch. Roadside parking.",STATE(DNR),Northern Highland State Forest,,STATE(DNR),Northern Highland State Forest,,46.13698045,-89.60212524,Vilas,TOWN OF BOULDER JUNCTION,42,7,E,10,2/2/2017,
2954800,Oxbow Lake,Oxbow Lake Access,RAMP,Concrete,Oxbow Landing Road,No,1,No,Gr3,7,5-Jan,10-Jun,Yes,None,No,No,No,No,NONE,No,"All car-trailer parking. While the boarding dock is designed accessible, the slope to it exceeds the maximum allowable for ADA accessibility purposes.",STATE(DNR),Program Supervisor,(715) 358-9221,STATE(DNR),Program Supervisor,(715) 358-9221,46.23717542,-89.67414694,Vilas,TOWN OF PRESQUE ISLE,43,7,E,6,2/24/2017,
1872100,Pallette Lake,Pallette Lake Access,CARRY-IN,Unimproved,Nebish Lake Road,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,One-quarter mile carry-in. Gated road for research and maintenance. Sand launch site.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.0613203,-89.60087437,Vilas,TOWN OF PLUM LAKE,41,7,E,3,5/30/2017,
2962900,Palmer Lake,Palmer Lake Acccess,RAMP,Concrete Plank,Palmer Lake Road,No,1,No,Gr3,4,15-Nov,15-Nov,No,Vault,No,No,No,No,NONE,No,"Located on Palmer Lake Road, off Hwy B. Gravel approach with concrete planks in the water.",TOWNSHIP,Town of Land O Lakes,715-547-3255,TOWNSHIP,Town of Land O Lakes,715-547-3255,46.20376756,-89.4843656,Vilas,TOWN OF LAND O LAKES,43,8,E,15,2/3/2017,
2328700,Papoose Lake,Papoose Lake Access,RAMP,Concrete Plank,Papoose Lake Boat Landing,No,1,No,Gr3,13,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,The transition to the boarding dock is not ADA accessible (September/2012).,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.17632581,-89.80426084,Vilas,TOWN OF PRESQUE ISLE,43,6,E,30,2/2/2017,
2341500,Partridge Lake,Partridge Lake Boat Ramp,RAMP,Gravel,Partridge Lake Landing Road,No,1,No,Lt3,9,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"Landing requires a four wheel drive vehicle. Shallow, gravel to sand launch. There is a one way road that leads to the launch, from the parking area. There is a turnout at the launch site for accessing the ramp. No overnight camping. No parking on the la",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.07658614,-89.49522667,Vilas,TOWN OF PLUM LAKE,42,8,E,33,2/3/2017,
1009900,Pauto Lake,Pauto Lake Access,CARRY-IN,Unimproved,Off Whega Road,No,0,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,Canoe slide with steps. No Camping. Parking is on the north side of Whega Road.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.98218718,-89.70497381,Vilas,TOWN OF ARBOR VITAE,40,6,E,2,3/23/2017,
1619700,Pickerel Lake,Pickerel Lake Ramp,RAMP,Concrete,"unnamed road, off Pickerel Lake Road",No,1,No,Gr3,6,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,"Located at the end of an unnamed road, off Pickerel Lake Road, off Hwy G. The transition, to the boarding dock, is not ADA accessible (July/2012).",COUNTY,Parks & Recreation,715-479-5573,COUNTY,Parks & Recreation,715-479-5573,45.9784531,-89.37886458,Pickerel Creek,Vilas,TOWN OF CLOVERLAND,40,9,E,4,3/24/2017
1623400,Pioneer Lake,Pioneer Lake Access,RAMP,Gravel,Pioneer Landing Road,No,1,No,Gr3,6,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,"Located at the end of Pioneer Landing Rd, off of Chicago Ave, off of Hwy 17. Gravel to muck launch. The approach, to the boarding dock, is not ADA accessible (Sept./2013).",TOWNSHIP,Town of Conover,715-479-8688,TOWNSHIP,Town of Conover,715-479-8688,46.0083306,-89.20761581,Vilas,TOWN OF CONOVER,41,10,E,26,3/27/2017,
1592400,Plum Lake,Plum Lake Landing,RAMP,Concrete Plank,Plum Lake Drive,No,1,No,Gr3,6,0,0,Yes,None,No,No,No,No,NONE,Yes,"Parking is on Plum Lake Drive only. Users would need to back from Plum Lake Drive, to the launch. Blacktop to concrete planks to lake rubble launch. The slope to the boarding dock exceeds the maximum allowable for ADA accessibility purposes (April/2016).",TOWNSHIP,Town of Plum Lake,715-542-4531,TOWNSHIP,Town of Plum Lake,715-542-4531,45.99649003,-89.52907546,Vilas,TOWN OF PLUM LAKE,41,8,E,32,3/24/2017,
1592400,Plum Lake,Plum Lake Access,RAMP,Concrete Plank,Statehouse Point Road,No,1,No,Gr3,7,10-Jun,10-Jun,Yes,Vault,No,No,No,No,NONE,No,"Blacktop to concrete planks to lake rubble launch. The route of travel, to the boarding area, is not ADA accessible (April 27, 2016). No power loading. No camping or overnight parking. There is an adjacent picnic area.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,TOWNSHIP,Town of Plum Lake,,46.00079651,-89.53050203,Vilas,TOWN OF PLUM LAKE,41,8,E,29,3/24/2017,
2956500,Presque Isle Lake,Presque Isle Lake Access 1,RAMP,Concrete,South Bayview Road,Yes,1,No,Gr3,6,15-Nov,15-Nov,Yes,Vault,No,No,No,No,NONE,No,"Located off South Bayview Road. There is designated, accessible parking. The restroom, cantilevered boarding dock, and routes of travel, are ADA accessible.",TOWNSHIP,Town of Presque Isle,715-686-2473,TOWNSHIP,Town of Presque Isle,715-686-2473,46.22400105,-89.76973453,Vilas,TOWN OF PRESQUE ISLE,43,6,E,8,2/2/2017,
2956500,Presque Isle Lake,Presque Isle Lake Access 2,RAMP,Concrete Panels,Hwy P,No,1,No,Gr3,10,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,Located just off Hwy P at the south end of the lake. Roadside parking. The transition to the boarding dock is not ADA accessible (April/2015).,TOWNSHIP,Town of Presque Isle,715-686-2473,TOWNSHIP,Town of Presque Isle,715-686-2473,46.21033894,-89.79289357,Vilas,TOWN OF PRESQUE ISLE,43,6,E,18,2/2/2017,
1013200,Prong Lake,Prong Lake Carry-in,CARRY-IN,Unimproved,Off of Hwy 70,No,1,No,Lt3,0,0,0,No,None,No,No,No,No,NONE,No,"There is a one lane, entrance/exit road to the gate. Users would need to carry/cart-in from the gate.",State(Dnr),NHAL Recreation Team Leader,715-385-3355 Ext. 119,State(Dnr),NHAL Recreation Team Leader,715-385-3355 Ext. 119,0,0,Vilas,TOWN OF ARBOR VITAE,40,7,E,27,5/26/2017,
1013600,Rade Lake,Rade Lake Carry-in Access,CARRY-IN,Unimproved,Hwy 17,No,0,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"Located at the south end of the lake, just off of Hwy 17. Sand launch.",TOWNSHIP,Town of Washington,715-479-1669,TOWNSHIP,Town of Washington,715-479-1669,45.97088824,-89.20523772,Vilas,TOWN OF WASHINGTON,40,10,E,11,3/27/2017,
1013800,Razorback Lake,Razorback Lake Ramp,RAMP,Concrete Plank,Razorback Road,No,1,No,Lt3,8,10-Jun,10-Jun,Yes,None,No,No,No,No,NONE,No,"One lane entrance/exit roads off of Razorback Road. Potable water and vault toilets in nearby family campground. Blacktop to concrete planks to sand launch. The route of travel, and transition, to the boarding dock is not ADA accessible (April 27, 2016).",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.02494285,-89.52965082,Vilas,TOWN OF PLUM LAKE,41,8,E,20,3/24/2017,
